Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023/8/31,S005,P0005,Furniture,South,54,15,55,14.58,91.42,10,Rainy,0,87.61,Winter
2023/8/31,S005,P0006,Electronics,North,172,48,49,46.57,47.83,0,Rainy,0,49.04,Autumn
2023/8/31,S005,P0007,Electronics,West,269,232,188,232.76,41.7,15,Cloudy,1,42.25,Summer
2023/8/31,S005,P0008,Electronics,South,384,295,146,294.84,52.97,15,Sunny,0,55.05,Winter
2023/8/31,S005,P0009,Electronics,East,54,10,198,16.21,92.35,5,Cloudy,0,88.31,Winter
2023/8/31,S005,P0010,Clothing,East,499,71,184,79.46,52.7,5,Cloudy,0,54.92,Spring
2023/8/31,S005,P0011,Furniture,East,451,208,119,226.58,61.38,10,Rainy,0,62.79,Summer
2023/8/31,S005,P0012,Furniture,South,252,231,83,242.59,83.29,15,Sunny,0,80.72,Winter
2023/8/31,S005,P0013,Toys,East,454,422,200,438.08,65.05,10,Snowy,1,65.27,Winter
2023/8/31,S005,P0014,Clothing,West,102,31,44,30.77,54.12,10,Sunny,1,50.15,Winter
2023/8/31,S005,P0015,Groceries,South,211,63,51,56.85,25.13,0,Snowy,0,24.61,Spring
2023/8/31,S005,P0016,Toys,East,409,157,197,166.11,94.3,0,Rainy,1,95.01,Summer
2023/8/31,S005,P0017,Clothing,North,344,170,104,185.43,55.73,5,Sunny,0,56.27,Autumn
2023/8/31,S005,P0018,Electronics,West,281,64,83,66.45,14.07,20,Rainy,1,17.5,Summer
2023/8/31,S005,P0019,Clothing,East,442,1,117,-5.68,37.73,15,Rainy,1,41.27,Autumn
2023/8/31,S005,P0020,Electronics,South,390,257,133,268.93,91.17,10,Snowy,0,88.06,Summer
2023/9/1,S001,P0001,Furniture,South,131,90,186,80.28,36.14,5,Snowy,0,35.11,Autumn
2023/9/1,S001,P0002,Toys,West,232,159,140,152.27,15.78,15,Sunny,0,15.25,Autumn
2023/9/1,S001,P0003,Furniture,South,404,263,195,280.66,33.08,15,Cloudy,1,36.22,Summer
2023/9/1,S001,P0004,Toys,East,441,433,26,433.12,56.06,5,Snowy,0,51.23,Summer
2023/9/1,S001,P0005,Groceries,West,333,65,94,83.78,28.69,10,Cloudy,1,27.4,Summer
2023/9/1,S001,P0006,Clothing,West,484,338,158,335.93,38.24,15,Cloudy,1,37.06,Winter
2023/9/1,S001,P0007,Toys,West,287,43,44,45.57,23.43,15,Cloudy,0,24.63,Spring
2023/9/1,S001,P0008,Groceries,North,323,229,123,224.59,38.08,5,Cloudy,0,42.25,Summer
2023/9/1,S001,P0009,Furniture,West,256,232,34,231.67,74.32,15,Snowy,0,71.33,Summer
2023/9/1,S001,P0010,Electronics,North,190,174,166,175.68,75.04,20,Rainy,0,79.53,Spring
2023/9/1,S001,P0011,Furniture,West,272,186,50,194.42,20.35,5,Cloudy,0,19.51,Summer
2023/9/1,S001,P0012,Clothing,South,234,176,141,170.76,31.41,10,Snowy,1,32.75,Summer
2023/9/1,S001,P0013,Toys,South,143,141,91,149.08,23.05,15,Rainy,1,22.01,Autumn
2023/9/1,S001,P0014,Electronics,West,152,66,36,72.79,92.76,20,Rainy,1,92.13,Summer
2023/9/1,S001,P0015,Groceries,West,331,191,50,188.65,56.72,0,Sunny,0,53.95,Winter
2023/9/1,S001,P0016,Groceries,South,251,47,22,57.61,80.61,0,Snowy,1,76.93,Spring
2023/9/1,S001,P0017,Toys,East,233,74,160,70.1,94.23,5,Sunny,0,94.3,Summer
2023/9/1,S001,P0018,Toys,North,349,34,143,53.91,94.3,10,Cloudy,1,90.46,Summer
2023/9/1,S001,P0019,Electronics,North,71,19,89,31.65,24.3,20,Rainy,0,29.08,Summer
2023/9/1,S001,P0020,Furniture,South,192,75,117,75.65,26.01,20,Snowy,0,24.94,Winter
2023/9/1,S002,P0001,Toys,South,340,201,169,201.19,28.69,0,Sunny,1,30.62,Winter
2023/9/1,S002,P0002,Groceries,South,477,336,129,332.27,48.61,20,Cloudy,0,48.16,Autumn
2023/9/1,S002,P0003,Clothing,South,106,102,148,106.23,18.74,15,Rainy,0,23.27,Winter
2023/9/1,S002,P0004,Electronics,East,148,48,50,54.27,45.81,5,Rainy,0,46,Summer
2023/9/1,S002,P0005,Electronics,East,403,39,103,51.19,59.46,10,Sunny,0,54.47,Spring
2023/9/1,S002,P0006,Clothing,West,142,30,29,49.76,94.3,5,Rainy,1,93.33,Spring
2023/9/1,S002,P0007,Furniture,North,361,336,160,347.7,23.27,5,Sunny,0,25.17,Winter
2023/9/1,S002,P0008,Electronics,North,494,131,174,146.98,47.48,10,Snowy,0,43.76,Winter
2023/9/1,S002,P0009,Furniture,East,373,46,163,57.19,44.22,15,Sunny,0,48.8,Spring
2023/9/1,S002,P0010,Furniture,South,65,15,148,11.09,51.7,20,Snowy,1,52.12,Winter
2023/9/1,S002,P0011,Groceries,West,444,366,106,367.77,82.27,15,Rainy,1,80.61,Winter
2023/9/1,S002,P0012,Furniture,East,313,288,200,288.87,61.18,15,Rainy,0,60.6,Spring
2023/9/1,S002,P0013,Electronics,West,68,52,30,45.39,36.93,5,Snowy,1,33.7,Autumn
2023/9/1,S002,P0014,Clothing,West,356,191,162,203.68,33.39,0,Sunny,1,33.95,Summer
2023/9/1,S002,P0015,Groceries,North,378,165,157,160.22,86.75,5,Rainy,0,83,Winter
2023/9/1,S002,P0016,Furniture,South,259,106,158,96.58,86.22,5,Snowy,1,90.52,Spring
2023/9/1,S002,P0017,Toys,North,81,30,190,28.86,19.15,20,Snowy,1,23.41,Summer
2023/9/1,S002,P0018,Toys,South,90,0,113,10.75,19.58,20,Cloudy,0,18.91,Winter
2023/9/1,S002,P0019,Groceries,South,351,254,197,270.43,95.24,20,Sunny,0,91.17,Summer
2023/9/1,S002,P0020,Toys,South,157,10,117,0.79,29.54,10,Sunny,1,29.47,Winter
2023/9/1,S003,P0001,Groceries,South,246,13,40,18.28,96.27,15,Rainy,0,99.88,Spring
2023/9/1,S003,P0002,Clothing,East,60,4,167,-0.9,49.14,20,Cloudy,0,45.02,Winter
2023/9/1,S003,P0003,Groceries,South,231,61,136,78.17,32.49,20,Snowy,0,31.03,Summer
2023/9/1,S003,P0004,Electronics,East,59,47,41,63.8,15.53,15,Snowy,0,14.02,Spring
2023/9/1,S003,P0005,Toys,South,393,32,83,46.47,27.22,0,Snowy,1,30.38,Winter
2023/9/1,S003,P0006,Clothing,West,495,350,126,365.19,26.79,20,Sunny,1,23.72,Autumn
2023/9/1,S003,P0007,Furniture,West,112,52,158,49.77,37.1,0,Cloudy,0,41.48,Winter
2023/9/1,S003,P0008,Groceries,South,441,97,200,113.75,22.07,15,Snowy,1,17.72,Summer
2023/9/1,S003,P0009,Furniture,West,350,179,181,179.37,21.02,20,Cloudy,1,18.25,Winter
2023/9/1,S003,P0010,Furniture,East,352,39,81,55.45,42.43,20,Sunny,1,43.85,Spring
2023/9/1,S003,P0011,Clothing,South,425,170,200,179.7,44.92,5,Rainy,0,45.12,Autumn
2023/9/1,S003,P0012,Toys,South,277,164,164,170.41,99.36,15,Rainy,1,97.76,Summer
2023/9/1,S003,P0013,Clothing,South,342,259,200,250.46,48.01,0,Sunny,1,44.51,Summer
2023/9/1,S003,P0014,Toys,East,167,99,60,113.49,24.78,0,Cloudy,1,29.73,Autumn
2023/9/1,S003,P0015,Clothing,North,107,88,76,89,72.24,10,Rainy,0,73.98,Autumn
2023/9/1,S003,P0016,Electronics,South,290,94,78,105.66,23.5,0,Rainy,0,19.25,Summer
2023/9/1,S003,P0017,Groceries,East,447,160,32,151.68,27.05,15,Cloudy,1,32.02,Autumn
2023/9/1,S003,P0018,Clothing,South,424,82,95,95.6,84.19,0,Cloudy,0,82.31,Spring
2023/9/1,S003,P0019,Groceries,West,289,207,72,208.22,48.14,0,Snowy,0,43.2,Spring
2023/9/1,S003,P0020,Toys,South,92,55,172,74.22,78.68,5,Snowy,0,81.86,Summer
2023/9/1,S004,P0001,Groceries,North,309,168,35,180.52,51.4,5,Snowy,0,47.53,Spring
2023/9/1,S004,P0002,Clothing,North,87,41,65,36.21,68.34,10,Snowy,0,71.42,Summer
2023/9/1,S004,P0003,Toys,South,121,121,140,120.7,20.31,0,Snowy,1,19.46,Spring
2023/9/1,S004,P0004,Groceries,East,298,277,83,288.87,38.3,0,Snowy,1,33.65,Summer
2023/9/1,S004,P0005,Electronics,South,245,27,62,30.65,71.76,5,Snowy,0,71.68,Spring
2023/9/1,S004,P0006,Groceries,West,402,166,106,156.22,75.53,20,Sunny,1,79.98,Autumn
2023/9/1,S004,P0007,Furniture,West,288,61,26,53.62,16.69,5,Sunny,0,12.64,Autumn
2023/9/1,S004,P0008,Furniture,North,226,9,86,9.44,98.93,5,Cloudy,1,102.78,Summer
2023/9/1,S004,P0009,Clothing,South,58,41,159,43.57,17.32,10,Snowy,1,14.13,Winter
2023/9/1,S004,P0010,Groceries,North,187,13,137,29.48,23.53,20,Snowy,0,26.41,Spring
2023/9/1,S004,P0011,Furniture,South,360,102,95,96.34,78.27,0,Sunny,0,81.82,Winter
2023/9/1,S004,P0012,Furniture,East,97,31,98,24.54,66.1,0,Sunny,1,65.96,Spring
2023/9/1,S004,P0013,Groceries,North,240,78,77,95.8,16.67,0,Rainy,0,13.45,Autumn
2023/9/1,S004,P0014,Toys,West,168,80,103,75.86,86.58,5,Rainy,0,83.79,Spring
2023/9/1,S004,P0015,Electronics,South,463,303,26,297.24,87.47,0,Cloudy,0,90.98,Summer
2023/9/1,S004,P0016,Groceries,East,298,253,129,247.12,66.49,5,Cloudy,1,66.94,Autumn
2023/9/1,S004,P0017,Furniture,South,191,123,126,132.74,77.6,5,Rainy,1,78.86,Summer
2023/9/1,S004,P0018,Toys,South,210,103,144,115.75,70.09,10,Cloudy,0,65.72,Spring
2023/9/1,S004,P0019,Clothing,North,166,162,94,176.53,35.15,0,Snowy,0,36.46,Autumn
2023/9/1,S004,P0020,Furniture,North,94,65,82,58.23,70.15,5,Snowy,1,68.22,Summer
2023/9/1,S005,P0001,Electronics,East,374,208,54,218.38,25.4,10,Rainy,1,21.02,Autumn
2023/9/1,S005,P0002,Furniture,South,70,16,101,13.09,24.55,15,Snowy,1,27.83,Spring
2023/9/1,S005,P0003,Furniture,East,197,3,60,7.97,83.93,15,Snowy,0,79.91,Spring
2023/9/1,S005,P0004,Furniture,North,459,320,160,333.39,26.44,10,Snowy,0,25.84,Summer
2023/9/1,S005,P0005,Electronics,North,238,167,167,180.01,86.27,10,Snowy,1,87.57,Summer
2023/9/1,S005,P0006,Groceries,North,369,293,139,294.96,41.18,15,Snowy,0,38.06,Winter
2023/9/1,S005,P0007,Electronics,North,373,197,76,207.86,36.44,10,Cloudy,0,31.94,Summer
2023/9/1,S005,P0008,Toys,East,335,130,50,146.72,21.08,10,Snowy,0,19.23,Spring
2023/9/1,S005,P0009,Electronics,West,182,76,195,88.31,97.88,5,Snowy,1,93.13,Autumn
2023/9/1,S005,P0010,Toys,East,452,269,184,268.21,78.9,0,Cloudy,1,75.51,Spring
2023/9/1,S005,P0011,Clothing,East,101,71,178,76.29,23.79,5,Snowy,0,27.59,Summer
2023/9/1,S005,P0012,Groceries,West,122,1,114,10.04,58.54,10,Snowy,1,56.65,Autumn
2023/9/1,S005,P0013,Toys,East,119,63,177,79.82,85.26,20,Cloudy,1,89.75,Autumn
2023/9/1,S005,P0014,Toys,South,453,242,133,249.07,62.38,15,Cloudy,0,61.08,Summer
2023/9/1,S005,P0015,Furniture,North,351,68,75,80.64,58.73,10,Snowy,1,59.52,Summer
2023/9/1,S005,P0016,Toys,North,272,161,176,169.74,82.43,0,Sunny,1,79.93,Autumn
2023/9/1,S005,P0017,Groceries,West,356,178,156,177.04,71.22,20,Sunny,0,67.3,Winter
2023/9/1,S005,P0018,Toys,West,126,101,139,95.59,33.9,5,Rainy,1,30.07,Winter
2023/9/1,S005,P0019,Clothing,North,446,20,184,25.21,80.4,0,Snowy,1,78.71,Winter
2023/9/1,S005,P0020,Groceries,South,489,131,42,141.18,45.25,0,Cloudy,1,41.23,Winter
2023/9/2,S001,P0001,Furniture,East,188,8,137,6.44,36.75,15,Sunny,0,32.87,Winter
2023/9/2,S001,P0002,Furniture,South,428,104,144,111.27,49.8,0,Cloudy,0,53.04,Winter
2023/9/2,S001,P0003,Furniture,West,196,81,70,93.05,72.63,10,Rainy,1,69.43,Spring
2023/9/2,S001,P0004,Clothing,North,223,219,59,209.64,93.51,5,Snowy,1,98,Summer
2023/9/2,S001,P0005,Furniture,South,182,138,92,142.94,34.14,15,Rainy,0,33.24,Winter
2023/9/2,S001,P0006,Clothing,North,428,426,198,443.88,77.26,10,Rainy,0,81.93,Summer
2023/9/2,S001,P0007,Furniture,East,199,33,103,41.91,54.16,20,Cloudy,1,55.38,Autumn
2023/9/2,S001,P0008,Groceries,North,410,112,39,124.63,24.17,5,Snowy,1,20.71,Summer
2023/9/2,S001,P0009,Clothing,North,366,92,137,101.37,59.53,15,Cloudy,1,58.63,Autumn
2023/9/2,S001,P0010,Toys,West,339,47,33,65.91,52.91,10,Cloudy,1,51.82,Spring
2023/9/2,S001,P0011,Groceries,South,71,18,124,20.1,84.18,15,Snowy,0,87.38,Autumn
2023/9/2,S001,P0012,Groceries,East,205,88,40,84.74,72.97,0,Cloudy,1,71.14,Spring
2023/9/2,S001,P0013,Clothing,West,287,103,167,100.63,81.83,15,Sunny,1,78.98,Winter
2023/9/2,S001,P0014,Clothing,South,405,39,192,54.41,98.02,10,Rainy,1,100.16,Autumn
2023/9/2,S001,P0015,Toys,East,54,22,110,25.47,68.35,0,Sunny,0,73.04,Autumn
2023/9/2,S001,P0016,Furniture,East,425,38,188,44.36,64.2,0,Snowy,1,63.28,Spring
2023/9/2,S001,P0017,Furniture,East,58,30,68,23.89,64.7,5,Sunny,1,60.81,Winter
2023/9/2,S001,P0018,Clothing,North,448,301,78,298.36,34.67,15,Cloudy,0,36.77,Autumn
2023/9/2,S001,P0019,Groceries,South,346,342,59,361.42,28.4,0,Snowy,1,30.31,Summer
2023/9/2,S001,P0020,Groceries,North,100,39,186,58.97,48.1,10,Snowy,0,50.17,Autumn
2023/9/2,S002,P0001,Electronics,South,182,111,191,113.48,75.35,10,Cloudy,0,77.17,Winter
2023/9/2,S002,P0002,Toys,North,487,324,21,326.97,37.23,10,Rainy,1,37.22,Summer
2023/9/2,S002,P0003,Toys,North,273,217,159,208.78,48.66,10,Sunny,0,52.86,Winter
2023/9/2,S002,P0004,Furniture,East,174,171,71,189.47,62.52,0,Snowy,1,58.36,Spring
2023/9/2,S002,P0005,Groceries,North,268,133,113,127.32,51.6,15,Snowy,1,47.95,Spring
2023/9/2,S002,P0006,Furniture,South,489,46,186,54.12,16.89,5,Snowy,1,13.6,Autumn
2023/9/2,S002,P0007,Toys,South,259,111,52,126.58,45.75,0,Rainy,1,50.04,Autumn
2023/9/2,S002,P0008,Toys,West,195,176,142,174.97,58.69,20,Snowy,0,61.18,Winter
2023/9/2,S002,P0009,Clothing,South,219,209,107,226.63,86.84,20,Sunny,1,87.02,Spring
2023/9/2,S002,P0010,Furniture,West,209,175,161,188.62,15.03,0,Snowy,0,11.73,Summer
2023/9/2,S002,P0011,Electronics,East,352,77,164,68.68,64.1,5,Cloudy,1,67.9,Winter
2023/9/2,S002,P0012,Furniture,South,77,72,30,63.63,46.73,15,Sunny,1,45.26,Spring
2023/9/2,S002,P0013,Clothing,West,180,84,90,77.33,62.73,0,Snowy,0,61.38,Autumn
2023/9/2,S002,P0014,Electronics,North,166,110,63,110.62,27.65,5,Snowy,0,31.31,Autumn
2023/9/2,S002,P0015,Furniture,East,169,86,51,77.43,86.87,20,Rainy,1,82.29,Spring
2023/9/2,S002,P0016,Groceries,East,290,168,80,166.28,54.56,15,Rainy,1,52.9,Spring
2023/9/2,S002,P0017,Toys,West,372,113,31,112.66,72.55,10,Sunny,0,76.06,Spring
2023/9/2,S002,P0018,Electronics,East,364,364,91,360.58,33.69,0,Cloudy,1,31.61,Winter
2023/9/2,S002,P0019,Toys,East,363,134,115,128.26,93.59,15,Sunny,1,94.04,Autumn
2023/9/2,S002,P0020,Groceries,South,178,83,104,82.93,42.62,10,Sunny,0,41.96,Autumn
2023/9/2,S003,P0001,Groceries,East,111,36,74,30.08,22.75,20,Cloudy,0,19.47,Winter
2023/9/2,S003,P0002,Furniture,West,73,65,108,63.57,22.11,0,Sunny,1,22.03,Autumn
2023/9/2,S003,P0003,Clothing,North,211,187,70,181.73,24.3,0,Cloudy,0,23.45,Summer
2023/9/2,S003,P0004,Clothing,East,484,150,39,147.15,22.77,5,Sunny,0,24,Autumn
2023/9/2,S003,P0005,Toys,South,332,265,155,268.81,74.09,10,Sunny,1,77.4,Winter
2023/9/2,S003,P0006,Groceries,South,483,314,70,305.43,16.03,15,Cloudy,1,17.05,Summer
2023/9/2,S003,P0007,Electronics,West,213,8,136,19.3,40.74,5,Sunny,0,42.44,Winter
2023/9/2,S003,P0008,Clothing,North,344,15,111,8.23,59.16,10,Sunny,1,58.33,Spring
2023/9/2,S003,P0009,Electronics,East,116,73,168,80.61,74.13,10,Snowy,0,71.24,Winter
2023/9/2,S003,P0010,Furniture,South,311,274,51,277.92,35.22,5,Rainy,1,35.52,Winter
2023/9/2,S003,P0011,Clothing,North,64,32,20,24.22,83.27,10,Cloudy,0,84.67,Summer
2023/9/2,S003,P0012,Toys,South,315,257,142,267.83,29.82,15,Sunny,1,33.79,Spring
2023/9/2,S003,P0013,Clothing,North,276,160,64,153.22,93.07,10,Cloudy,1,92.2,Winter
2023/9/2,S003,P0014,Toys,West,417,152,114,161.92,72.44,5,Rainy,0,68.02,Spring
2023/9/2,S003,P0015,Clothing,West,318,153,22,165.54,93.07,20,Rainy,0,95.98,Summer
2023/9/2,S003,P0016,Groceries,East,300,191,142,203.78,47.12,10,Snowy,0,49.03,Winter
2023/9/2,S003,P0017,Toys,West,417,66,173,71.89,84.19,5,Rainy,1,88.42,Spring
2023/9/2,S003,P0018,Groceries,East,414,324,178,315.36,93.87,15,Cloudy,1,89.43,Winter
2023/9/2,S003,P0019,Electronics,West,256,144,199,140.89,45.51,15,Rainy,1,42.7,Autumn
2023/9/2,S003,P0020,Furniture,North,72,54,29,48.17,73.24,0,Rainy,1,68.76,Spring
2023/9/2,S004,P0001,Furniture,West,144,136,48,135.16,15.64,0,Snowy,0,16.13,Spring
2023/9/2,S004,P0002,Clothing,East,146,36,47,50.94,40.93,20,Snowy,1,36.97,Autumn
2023/9/2,S004,P0003,Toys,East,372,23,150,25.65,71.99,10,Snowy,1,71.93,Summer
2023/9/2,S004,P0004,Toys,West,101,83,199,83.4,48.57,5,Sunny,0,45.21,Winter
2023/9/2,S004,P0005,Electronics,East,211,180,24,176.19,60.84,15,Snowy,1,64.83,Summer
2023/9/2,S004,P0006,Groceries,West,301,236,132,242.5,40.7,20,Rainy,0,36.76,Spring
2023/9/2,S004,P0007,Clothing,North,457,301,124,292.54,90.01,5,Snowy,0,89.17,Autumn
2023/9/2,S004,P0008,Groceries,South,366,247,113,249.14,85.4,15,Cloudy,1,88.06,Winter
2023/9/2,S004,P0009,Groceries,North,317,125,23,132.31,68.14,15,Snowy,0,65.23,Spring
2023/9/2,S004,P0010,Furniture,West,474,415,70,423.21,48.83,20,Cloudy,0,50.56,Autumn
2023/9/2,S004,P0011,Electronics,South,113,71,41,90.68,73.39,10,Sunny,0,75.66,Summer
2023/9/2,S004,P0012,Groceries,South,264,247,111,256.28,53.95,5,Cloudy,0,58.39,Summer
2023/9/2,S004,P0013,Electronics,North,190,15,182,9.2,61.73,0,Sunny,0,66.6,Winter
2023/9/2,S004,P0014,Toys,North,296,171,93,190.83,33.95,15,Rainy,0,37.84,Spring
2023/9/2,S004,P0015,Groceries,East,414,271,126,270.35,50.5,20,Sunny,1,52.52,Spring
2023/9/2,S004,P0016,Clothing,West,380,305,21,317.56,56.15,5,Snowy,0,59.55,Winter
2023/9/2,S004,P0017,Groceries,West,436,391,126,381.5,20.83,10,Cloudy,0,16.02,Autumn
2023/9/2,S004,P0018,Clothing,North,119,96,180,103.88,15.57,0,Sunny,0,17.96,Winter
2023/9/2,S004,P0019,Electronics,West,191,44,43,48.71,69.49,0,Rainy,0,65.82,Winter
2023/9/2,S004,P0020,Groceries,East,131,120,101,111.5,92.67,0,Snowy,0,90.6,Autumn
2023/9/2,S005,P0001,Electronics,East,188,166,131,177.59,59.46,20,Cloudy,1,54.58,Summer
2023/9/2,S005,P0002,Toys,West,244,109,127,112.55,86.4,10,Snowy,0,84.61,Winter
2023/9/2,S005,P0003,Groceries,South,475,375,48,392.36,73.36,15,Rainy,0,71.53,Winter
2023/9/2,S005,P0004,Groceries,East,124,114,21,131.41,83.71,10,Sunny,1,88.5,Winter
2023/9/2,S005,P0005,Clothing,South,403,141,136,155.15,32.31,0,Rainy,1,33.06,Spring
2023/9/2,S005,P0006,Toys,North,380,112,108,108.12,24.4,5,Sunny,1,22.07,Summer
2023/9/2,S005,P0007,Toys,South,329,0,58,-2.54,74.16,20,Snowy,0,78.67,Autumn
2023/9/2,S005,P0008,Furniture,South,284,56,82,46.78,31.9,10,Cloudy,0,31.09,Spring
2023/9/2,S005,P0009,Groceries,North,465,60,27,72.52,75.27,10,Sunny,0,80.1,Summer
2023/9/2,S005,P0010,Electronics,West,464,193,63,207.34,51.34,5,Sunny,0,46.53,Spring
2023/9/2,S005,P0011,Furniture,South,213,58,85,52.57,60.26,0,Sunny,1,60.17,Autumn
2023/9/2,S005,P0012,Toys,West,135,48,191,51.8,50.47,5,Cloudy,1,54.15,Winter
2023/9/2,S005,P0013,Clothing,East,210,2,30,19.24,37.47,0,Snowy,1,36.71,Autumn
2023/9/2,S005,P0014,Clothing,East,58,29,150,26.81,39.28,5,Cloudy,1,35.88,Spring
2023/9/2,S005,P0015,Electronics,South,382,144,79,135.95,97.41,15,Rainy,1,94.24,Summer
2023/9/2,S005,P0016,Electronics,South,313,63,167,67.44,33.43,0,Snowy,0,34.55,Spring
2023/9/2,S005,P0017,Toys,West,119,71,109,75.47,26.36,20,Sunny,0,30.3,Winter
2023/9/2,S005,P0018,Clothing,East,480,177,98,191.86,55.38,20,Cloudy,0,59.92,Summer
2023/9/2,S005,P0019,Toys,East,480,355,170,361.91,53.33,10,Sunny,0,57.3,Summer
2023/9/2,S005,P0020,Groceries,South,149,58,122,71.06,70.23,10,Sunny,0,68.78,Autumn
2023/9/3,S001,P0001,Electronics,East,100,62,114,67.44,88.6,15,Snowy,0,87.85,Summer
2023/9/3,S001,P0002,Clothing,East,313,87,143,93.29,92.5,15,Rainy,1,92.57,Autumn
2023/9/3,S001,P0003,Electronics,North,139,38,63,34.93,12.19,20,Snowy,0,7.92,Spring
2023/9/3,S001,P0004,Electronics,North,107,77,109,92.04,61.88,20,Rainy,1,63.7,Autumn
2023/9/3,S001,P0005,Electronics,South,365,181,179,175.33,27.62,20,Cloudy,0,25.72,Spring
2023/9/3,S001,P0006,Groceries,South,410,33,28,31.38,63.34,10,Snowy,1,58.98,Summer
2023/9/3,S001,P0007,Clothing,West,433,162,179,177.32,16.18,0,Cloudy,1,18.74,Autumn
2023/9/3,S001,P0008,Electronics,South,397,65,42,68.37,92.51,20,Sunny,0,95.79,Summer
2023/9/3,S001,P0009,Toys,East,315,115,84,111.02,66.75,20,Snowy,0,64.88,Autumn
2023/9/3,S001,P0010,Furniture,East,496,113,110,116.57,69.11,0,Snowy,0,65.41,Spring
2023/9/3,S001,P0011,Electronics,West,461,70,180,72.63,11.65,5,Snowy,1,7.41,Autumn
2023/9/3,S001,P0012,Toys,North,274,125,188,141.92,27.15,10,Sunny,1,26.43,Spring
2023/9/3,S001,P0013,Electronics,West,272,173,88,190.09,42.76,0,Snowy,0,47.2,Winter
2023/9/3,S001,P0014,Groceries,South,317,185,129,191.43,28.33,0,Cloudy,1,23.51,Summer
2023/9/3,S001,P0015,Groceries,West,67,11,113,21.67,57.62,5,Sunny,0,55.49,Autumn
2023/9/3,S001,P0016,Furniture,South,245,39,66,47.5,62.48,20,Rainy,1,61.83,Autumn
2023/9/3,S001,P0017,Electronics,East,398,62,94,56.42,40.49,20,Sunny,0,41.93,Autumn
2023/9/3,S001,P0018,Furniture,North,365,45,125,60.22,53.95,10,Rainy,0,57.52,Summer
2023/9/3,S001,P0019,Toys,West,428,171,81,166.46,25.57,0,Rainy,1,22.53,Spring
2023/9/3,S001,P0020,Groceries,North,55,39,91,57.88,75.71,5,Cloudy,1,76.58,Summer
2023/9/3,S002,P0001,Clothing,East,52,9,93,12.38,55.13,0,Cloudy,0,57.65,Winter
2023/9/3,S002,P0002,Toys,North,373,1,24,2.65,23.71,5,Snowy,0,22.84,Autumn
2023/9/3,S002,P0003,Groceries,North,485,297,79,311.28,54.41,20,Cloudy,0,55.2,Summer
2023/9/3,S002,P0004,Groceries,North,158,77,169,72.07,53.32,10,Rainy,1,49.58,Autumn
2023/9/3,S002,P0005,Clothing,North,471,302,107,314.38,11.24,0,Rainy,0,14.45,Summer
2023/9/3,S002,P0006,Groceries,West,55,29,92,21.37,38.65,15,Sunny,1,40.57,Spring
2023/9/3,S002,P0007,Groceries,West,434,184,32,183.71,44.21,15,Cloudy,0,45.28,Spring
2023/9/3,S002,P0008,Toys,East,152,20,72,26.8,68.65,20,Rainy,1,65.93,Winter
2023/9/3,S002,P0009,Furniture,East,62,2,157,16.94,44.25,10,Sunny,1,39.42,Summer
2023/9/3,S002,P0010,Clothing,North,454,55,191,69.76,84.14,15,Sunny,1,86.43,Winter
2023/9/3,S002,P0011,Furniture,East,218,147,88,166.17,68.65,10,Sunny,0,73.14,Summer
2023/9/3,S002,P0012,Toys,North,473,436,21,434.63,51.73,0,Cloudy,0,49.46,Summer
2023/9/3,S002,P0013,Furniture,East,416,217,64,221.06,97.67,15,Rainy,1,100.34,Autumn
2023/9/3,S002,P0014,Electronics,North,264,47,130,38.7,17.83,15,Sunny,0,12.91,Spring
2023/9/3,S002,P0015,Clothing,South,172,150,147,165.98,33.87,5,Sunny,1,30.18,Autumn
2023/9/3,S002,P0016,Groceries,North,194,6,198,16.07,43.88,20,Sunny,1,46.15,Autumn
2023/9/3,S002,P0017,Furniture,West,302,92,112,111.17,33.41,10,Snowy,0,32.52,Autumn
2023/9/3,S002,P0018,Groceries,East,449,156,174,149.77,30.47,20,Cloudy,0,31.82,Winter
2023/9/3,S002,P0019,Groceries,South,258,135,53,126.47,62.16,5,Cloudy,1,58.7,Winter
2023/9/3,S002,P0020,Clothing,North,251,203,94,202.26,49.34,5,Cloudy,0,49.12,Spring
2023/9/3,S003,P0001,Toys,South,303,82,115,89.14,71.22,10,Snowy,0,72.97,Summer
2023/9/3,S003,P0002,Clothing,West,161,93,130,101.25,48.02,5,Snowy,1,44.1,Summer
2023/9/3,S003,P0003,Clothing,West,442,1,67,11.48,93.19,10,Snowy,0,90.84,Winter
2023/9/3,S003,P0004,Clothing,East,127,91,198,92.36,69.58,0,Cloudy,1,73.45,Summer
2023/9/3,S003,P0005,Furniture,South,403,378,115,368.95,64.17,5,Cloudy,1,67.31,Spring
2023/9/3,S003,P0006,Furniture,South,118,52,141,56.76,83.44,15,Sunny,0,81.08,Spring
2023/9/3,S003,P0007,Groceries,East,224,11,183,26.25,88.41,15,Snowy,0,83.44,Autumn
2023/9/3,S003,P0008,Electronics,West,469,361,169,359.04,55.52,20,Sunny,1,50.71,Winter
2023/9/3,S003,P0009,Furniture,South,376,251,26,243.56,47.34,0,Snowy,0,46.82,Summer
2023/9/3,S003,P0010,Groceries,North,438,432,165,432.31,86.41,20,Cloudy,1,90.43,Autumn
